ydstogo,yardline_100,game_seconds_remaining,score_differential,posteam_timeouts_remaining,defteam_timeouts_remaining,off_epa_db,off_epa_rush,def_epa_db_allowed,def_epa_rush_allowed,posteam,defteam,qtr,season,fourth_down_converted
2,36,2168,-14,2.0,2.0,0.0208547437449314,-0.0200002632299705,-0.0201219021726847,-0.0917923096961571,CAR,TB,2,2020,0
2,7,810,-14,2.0,2.0,0.0208547437449314,-0.0200002632299705,-0.0201219021726847,-0.0917923096961571,CAR,TB,4,2020,1
4,33,3325,0,3.0,3.0,0.0247540068093542,-0.113827402080701,0.122671449216238,0.0074595349196437,CIN,CLE,1,2020,1
2,44,1515,8,3.0,3.0,0.180785396202776,0.0024914822341552,0.150971584927539,0.0362237963069306,CLE,CIN,3,2020,1
2,2,1387,8,2.0,3.0,0.180785396202776,0.0024914822341552,0.150971584927539,0.0362237963069306,CLE,CIN,3,2020,0
5,20,1119,-15,3.0,2.0,0.0247540068093542,-0.113827402080701,0.122671449216238,0.0074595349196437,CIN,CLE,3,2020,1
5,52,569,-12,3.0,2.0,0.0247540068093542,-0.113827402080701,0.122671449216238,0.0074595349196437,CIN,CLE,4,2020,1
5,70,195,-12,0.0,2.0,0.0247540068093542,-0.113827402080701,0.122671449216238,0.0074595349196437,CIN,CLE,4,2020,1
1,29,86,-12,0.0,2.0,0.0247540068093542,-0.113827402080701,0.122671449216238,0.0074595349196437,CIN,CLE,4,2020,1
2,35,1140,11,2.0,3.0,0.0935394598304568,-0.170846290232843,0.0686837941099381,0.0202908275155433,PIT,DEN,3,2020,0
2,35,755,3,2.0,3.0,0.0935394598304568,-0.170846290232843,0.0686837941099381,0.0202908275155433,PIT,DEN,4,2020,1
11,88,607,-10,3.0,2.0,-0.106569374689618,-0.0851120823028191,-0.105588715889114,-0.0707656806201131,DEN,PIT,4,2020,0
2,15,115,-5,3.0,1.0,-0.106569374689618,-0.0851120823028191,-0.105588715889114,-0.0707656806201131,DEN,PIT,4,2020,0
6,42,3113,-7,2.0,3.0,0.324751028583619,0.0568354171275086,0.307447038133618,0.0422438831416708,GB,DET,1,2020,1
16,60,141,-21,2.0,1.0,0.0495294165573467,-0.105939200351881,0.044663210717241,0.022291763392035,DET,GB,4,2020,0
3,39,3241,-7,3.0,3.0,-0.0642360448932691,-0.0363031326365034,0.205724597472676,0.0200635277552792,JAX,TEN,1,2020,1
5,34,2794,7,3.0,3.0,0.135743737846202,-0.126461211529816,0.0583947483934684,0.0614839185720456,LAC,KC,1,2020,0
1,49,2190,1,3.0,3.0,0.135743737846202,-0.126461211529816,0.0583947483934684,0.0614839185720456,LAC,KC,2,2020,1
1,46,246,0,2.0,2.0,0.280975749795563,0.0177760356690747,0.0816010035990195,-0.0666821574091171,KC,LAC,5,2020,1
1,71,1311,5,3.0,3.0,0.0326664224565,-0.0757427115945723,0.0705438454287954,-0.0574277907587846,LA,PHI,3,2020,1
2,36,473,-12,3.0,3.0,-0.138922065594112,-0.0246164097995387,-0.177436309334341,-0.122558600592179,PHI,LA,4,2020,0
1,44,3043,-3,3.0,3.0,0.178118922977093,-0.0363078530641006,0.149960871307524,0.0138055400092205,IND,MIN,1,2020,1
3,30,2754,0,3.0,2.0,-0.0476489867359754,0.057356203373035,0.113990981343381,-0.107708137973835,NE,SEA,1,2020,1
1,1,1503,0,2.0,3.0,0.118042241970858,-0.0166403171723441,-0.063755583827561,-0.127896982165133,LV,NO,3,2020,1
1,44,937,7,1.0,2.0,0.118042241970858,-0.0166403171723441,-0.063755583827561,-0.127896982165133,LV,NO,3,2020,1
1,1,862,-14,3.0,2.0,-0.0593320478031305,-0.0510418535602405,0.0958342756721654,-0.115408588625914,NYG,CHI,4,2020,1
2,36,238,4,2.0,2.0,-0.014047032975917,-0.052738290121171,0.100620755284808,-0.0485063526473638,CHI,NYG,4,2020,1
4,32,45,-4,0.0,1.0,-0.0593320478031305,-0.0510418535602405,0.0958342756721654,-0.115408588625914,NYG,CHI,4,2020,1
1,17,21,-4,0.0,1.0,-0.0593320478031305,-0.0510418535602405,0.0958342756721654,-0.115408588625914,NYG,CHI,4,2020,1
1,20,2025,-11,3.0,3.0,-0.155164125232793,-0.10501971291241,0.0047995797073546,-0.0698234830312946,NYJ,SF,2,2020,0
7,42,535,-25,3.0,2.0,-0.155164125232793,-0.10501971291241,0.0047995797073546,-0.0698234830312946,NYJ,SF,4,2020,0
1,46,2324,-17,3.0,3.0,-0.0923707408307912,-0.000722790281291,0.0289434194060695,-0.0243424412011071,WAS,ARI,2,2020,1
1,73,1479,20,2.0,3.0,0.0372610920352186,0.0604044720338382,-0.0783699760384008,-0.0748666618993347,ARI,WAS,3,2020,1
4,37,971,17,2.0,3.0,0.0372610920352186,0.0604044720338382,-0.0783699760384008,-0.0748666618993347,ARI,WAS,3,2020,1
17,17,649,-16,3.0,2.0,-0.014047032975917,-0.052738290121171,0.155179892424413,-0.109729978502777,CHI,ATL,4,2020,0
6,58,503,-16,3.0,2.0,-0.014047032975917,-0.052738290121171,0.155179892424413,-0.109729978502777,CHI,ATL,4,2020,1
1,56,1618,-15,3.0,3.0,-0.0198392309620846,-0.0441534034804453,0.113990981343381,-0.107708137973835,DAL,SEA,3,2020,1
1,48,869,-8,3.0,3.0,-0.0198392309620846,-0.0441534034804453,0.113990981343381,-0.107708137973835,DAL,SEA,4,2020,1
3,47,157,-1,3.0,3.0,0.0987379026290402,0.0195620516438438,0.101516173040791,0.0277623763672235,SEA,DAL,4,2020,1
1,63,3120,-3,3.0,3.0,0.0372610920352186,0.0604044720338382,0.307447038133618,0.0422438831416708,ARI,DET,1,2020,1
1,5,2180,-4,3.0,3.0,0.0495294165573467,-0.105939200351881,0.0289434194060695,-0.0243424412011071,DET,ARI,2,2020,1
1,1,1681,-4,3.0,3.0,0.324751028583619,0.0568354171275086,-0.063755583827561,-0.127896982165133,GB,NO,3,2020,1
1,52,792,0,3.0,2.0,0.324751028583619,0.0568354171275086,-0.063755583827561,-0.127896982165133,GB,NO,4,2020,0
1,35,41,-10,2.0,2.0,0.10617235066577,0.0216338398791938,0.044663210717241,0.022291763392035,NO,GB,4,2020,1
1,50,1646,-4,3.0,3.0,0.0935394598304568,-0.170846290232843,0.24323483886092,0.04976870431271,PIT,HOU,3,2020,1
1,35,191,7,2.0,2.0,0.0935394598304568,-0.170846290232843,0.24323483886092,0.04976870431271,PIT,HOU,4,2020,1
1,51,1081,14,3.0,3.0,0.280975749795563,0.0177760356690747,0.0002021231881426,-0.119488575812774,KC,BAL,3,2020,0
24,31,295,-14,3.0,2.0,0.0428394717549479,0.121560123762399,0.0583947483934684,0.0614839185720456,BAL,KC,4,2020,0
1,28,28,14,1.0,0.0,0.280975749795563,0.0177760356690747,0.0002021231881426,-0.119488575812774,KC,BAL,4,2020,0
1,1,2806,0,3.0,2.0,0.236478734794695,-0.0353016165914306,-0.177436309334341,-0.122558600592179,BUF,LA,1,2020,1
4,48,1647,-18,2.0,3.0,0.0326664224565,-0.0757427115945723,0.0528358838652086,0.0246744611773651,LA,BUF,3,2020,0
1,49,2420,7,3.0,3.0,0.0610332245032502,-0.0792970949999152,0.254127193245678,0.0176417738737858,MIA,JAX,2,2020,1
6,36,1875,-14,3.0,3.0,-0.0642360448932691,-0.0363031326365034,-0.0423976402409809,-0.0020156972325142,JAX,MIA,2,2020,0
11,33,889,-21,2.0,3.0,-0.0642360448932691,-0.0363031326365034,-0.0423976402409809,-0.0020156972325142,JAX,MIA,4,2020,0
5,74,294,-15,2.0,3.0,-0.0642360448932691,-0.0363031326365034,-0.0423976402409809,-0.0020156972325142,JAX,MIA,4,2020,0
1,1,1224,10,3.0,3.0,0.178118922977093,-0.0363078530641006,0.207628148350881,-0.120360111222329,IND,NYJ,3,2020,1
5,70,84,-29,2.0,3.0,-0.155164125232793,-0.10501971291241,0.0303500895706743,-0.0696356040580364,NYJ,IND,4,2020,0
2,51,1631,-10,3.0,3.0,-0.0593320478031305,-0.0510418535602405,0.0047995797073546,-0.0698234830312946,NYG,SF,3,2020,1
1,70,951,-14,3.0,3.0,-0.0593320478031305,-0.0510418535602405,0.0047995797073546,-0.0698234830312946,NYG,SF,3,2020,0
1,45,2873,7,1.0,3.0,0.217255563456423,-0.0660418225473995,0.0686837941099381,0.0202908275155433,TB,DEN,1,2020,1
1,13,236,-18,3.0,3.0,-0.106569374689618,-0.0851120823028191,-0.0201219021726847,-0.0917923096961571,DEN,TB,4,2020,0
1,56,2201,-8,3.0,2.0,0.230953618546425,0.0798297761011881,0.149960871307524,0.0138055400092205,TEN,MIN,2,2020,1
24,74,69,-1,0.0,3.0,0.167676437644206,0.0193144235899738,0.205724597472676,0.0200635277552792,MIN,TEN,4,2020,0
7,37,2573,-7,3.0,3.0,0.180785396202776,0.0024914822341552,-0.0783699760384008,-0.0748666618993347,CLE,WAS,2,2020,1
2,8,1124,-4,3.0,3.0,-0.0923707408307912,-0.000722790281291,0.122671449216238,0.0074595349196437,WAS,CLE,3,2020,1
2,41,3267,0,3.0,3.0,0.0208547437449314,-0.0200002632299705,0.0289434194060695,-0.0243424412011071,CAR,ARI,1,2020,1
1,1,2899,7,3.0,3.0,0.324751028583619,0.0568354171275086,0.155179892424413,-0.109729978502777,GB,ATL,1,2020,0
3,38,2550,-7,3.0,3.0,0.104194608446292,-0.102769915794363,0.044663210717241,0.022291763392035,ATL,GB,2,2020,1
2,11,2387,-7,3.0,2.0,0.104194608446292,-0.102769915794363,0.044663210717241,0.022291763392035,ATL,GB,2,2020,1
2,28,1858,10,1.0,1.0,0.324751028583619,0.0568354171275086,0.155179892424413,-0.109729978502777,GB,ATL,2,2020,1
10,26,224,-14,3.0,1.0,0.104194608446292,-0.102769915794363,0.044663210717241,0.022291763392035,ATL,GB,4,2020,0
15,36,10,-14,0.0,1.0,0.104194608446292,-0.102769915794363,0.044663210717241,0.022291763392035,ATL,GB,4,2020,0
1,50,3440,0,3.0,3.0,-0.0923707408307912,-0.000722790281291,0.0002021231881426,-0.119488575812774,WAS,BAL,1,2020,1
9,43,1989,7,3.0,3.0,0.0428394717549479,0.121560123762399,-0.0783699760384008,-0.0748666618993347,BAL,WAS,2,2020,1
2,35,947,-18,3.0,3.0,-0.0923707408307912,-0.000722790281291,0.0002021231881426,-0.119488575812774,WAS,BAL,3,2020,1
13,13,702,-18,3.0,3.0,-0.0923707408307912,-0.000722790281291,0.0002021231881426,-0.119488575812774,WAS,BAL,4,2020,0
1,40,93,14,1.0,1.0,0.0428394717549479,0.121560123762399,-0.0783699760384008,-0.0748666618993347,BAL,WAS,4,2020,1
1,50,1276,1,3.0,3.0,0.236478734794695,-0.0353016165914306,0.202277588208113,0.0379072235141229,BUF,LV,3,2020,1
1,66,592,-14,3.0,2.0,0.118042241970858,-0.0166403171723441,0.0528358838652086,0.0246744611773651,LV,BUF,4,2020,0
1,7,96,-14,1.0,2.0,0.118042241970858,-0.0166403171723441,0.0528358838652086,0.0246744611773651,LV,BUF,4,2020,1
2,20,2833,0,2.0,3.0,-0.0198392309620846,-0.0441534034804453,0.122671449216238,0.0074595349196437,DAL,CLE,1,2020,1
3,33,1230,-24,3.0,3.0,-0.0198392309620846,-0.0441534034804453,0.122671449216238,0.0074595349196437,DAL,CLE,3,2020,0
3,50,125,-2,3.0,2.0,-0.155164125232793,-0.10501971291241,0.0686837941099381,0.0202908275155433,NYJ,DEN,4,2020,0
4,69,68,-9,2.0,2.0,-0.155164125232793,-0.10501971291241,0.0686837941099381,0.0202908275155433,NYJ,DEN,4,2020,0
1,30,460,13,2.0,3.0,0.178118922977093,-0.0363078530641006,0.0958342756721654,-0.115408588625914,IND,CHI,4,2020,1
1,65,2614,-4,3.0,3.0,0.0247540068093542,-0.113827402080701,0.254127193245678,0.0176417738737858,CIN,JAX,2,2020,1
3,68,468,-14,3.0,2.0,-0.0642360448932691,-0.0363031326365034,0.150971584927539,0.0362237963069306,JAX,CIN,4,2020,1
1,26,1183,3,3.0,3.0,0.135743737846202,-0.126461211529816,-0.0201219021726847,-0.0917923096961571,LAC,TB,3,2020,1
2,30,2115,7,2.0,3.0,0.167676437644206,0.0193144235899738,0.24323483886092,0.04976870431271,MIN,HOU,2,2020,1
10,24,359,-15,3.0,3.0,0.21793547582576,-0.0708768660402965,0.149960871307524,0.0138055400092205,HOU,MIN,4,2020,1
5,5,75,-8,0.0,1.0,0.21793547582576,-0.0708768660402965,0.149960871307524,0.0138055400092205,HOU,MIN,4,2020,0
5,56,403,-16,3.0,2.0,-0.0476489867359754,0.057356203373035,0.0583947483934684,0.0614839185720456,NE,KC,4,2020,1
1,39,258,-16,3.0,2.0,-0.0476489867359754,0.057356203373035,0.0583947483934684,0.0614839185720456,NE,KC,4,2020,1
10,40,97,-16,1.0,2.0,-0.0476489867359754,0.057356203373035,0.0583947483934684,0.0614839185720456,NE,KC,4,2020,0
4,43,2521,-7,2.0,2.0,0.10617235066577,0.0216338398791938,0.307447038133618,0.0422438831416708,NO,DET,2,2020,1
2,35,392,-14,3.0,3.0,0.0495294165573467,-0.105939200351881,-0.063755583827561,-0.127896982165133,DET,NO,4,2020,1
11,33,306,-14,3.0,3.0,0.0495294165573467,-0.105939200351881,-0.063755583827561,-0.127896982165133,DET,NO,4,2020,1
1,5,224,-14,3.0,2.0,0.0495294165573467,-0.105939200351881,-0.063755583827561,-0.127896982165133,DET,NO,4,2020,1
1,27,2288,4,3.0,3.0,0.0326664224565,-0.0757427115945723,0.100620755284808,-0.0485063526473638,LA,NYG,2,2020,1
1,48,1158,-4,3.0,3.0,-0.0593320478031305,-0.0510418535602405,-0.177436309334341,-0.122558600592179,NYG,LA,3,2020,1
11,31,157,-8,3.0,3.0,-0.0593320478031305,-0.0510418535602405,-0.177436309334341,-0.122558600592179,NYG,LA,4,2020,0
1,31,1161,-6,3.0,3.0,-0.138922065594112,-0.0246164097995387,0.0047995797073546,-0.0698234830312946,PHI,SF,3,2020,1
4,36,516,-3,3.0,3.0,-0.138922065594112,-0.0246164097995387,0.0047995797073546,-0.0698234830312946,PHI,SF,4,2020,1
10,33,7,-5,0.0,1.0,0.0595585245447865,-0.0663586345536845,0.0705438454287954,-0.0574277907587846,SF,PHI,4,2020,0
3,18,2092,4,2.0,3.0,0.0987379026290402,0.0195620516438438,-0.0423976402409809,-0.0020156972325142,SEA,MIA,2,2020,0
1,13,2345,-7,3.0,3.0,-0.155164125232793,-0.10501971291241,0.0289434194060695,-0.0243424412011071,NYJ,ARI,2,2020,0
1,61,1129,7,3.0,3.0,0.0372610920352186,0.0604044720338382,0.207628148350881,-0.120360111222329,ARI,NYJ,3,2020,1
18,35,294,-20,2.0,3.0,-0.155164125232793,-0.10501971291241,0.0289434194060695,-0.0243424412011071,NYJ,ARI,4,2020,0
1,9,212,19,2.0,0.0,0.230953618546425,0.0798297761011881,0.0528358838652086,0.0246744611773651,TEN,BUF,4,2020,1
10,58,28,-10,0.0,0.0,0.104194608446292,-0.102769915794363,0.107573555159797,0.0278978976327455,ATL,CAR,4,2020,1
3,37,3185,-3,2.0,3.0,0.0247540068093542,-0.113827402080701,0.0002021231881426,-0.119488575812774,CIN,BAL,1,2020,0
6,46,2276,17,2.0,2.0,0.0428394717549479,0.121560123762399,0.150971584927539,0.0362237963069306,BAL,CIN,2,2020,0
1,56,328,-27,3.0,3.0,0.0247540068093542,-0.113827402080701,0.0002021231881426,-0.119488575812774,CIN,BAL,4,2020,1
1,28,187,-27,3.0,3.0,0.0247540068093542,-0.113827402080701,0.0002021231881426,-0.119488575812774,CIN,BAL,4,2020,1
2,4,3064,-3,1.0,3.0,0.178118922977093,-0.0363078530641006,0.122671449216238,0.0074595349196437,IND,CLE,1,2020,1
1,5,2712,-4,3.0,1.0,0.180785396202776,0.0024914822341552,0.0303500895706743,-0.0696356040580364,CLE,IND,1,2020,1
1,8,1101,-6,3.0,3.0,-0.0642360448932691,-0.0363031326365034,0.24323483886092,0.04976870431271,JAX,HOU,3,2020,0
4,4,623,-13,3.0,3.0,-0.0642360448932691,-0.0363031326365034,0.24323483886092,0.04976870431271,JAX,HOU,4,2020,1
4,28,286,9,2.0,3.0,0.21793547582576,-0.0708768660402965,0.254127193245678,0.0176417738737858,HOU,JAX,4,2020,1
5,32,104,-16,3.0,2.0,-0.0642360448932691,-0.0363031326365034,0.24323483886092,0.04976870431271,JAX,HOU,4,2020,0
6,56,263,-3,2.0,1.0,0.135743737846202,-0.126461211529816,-0.063755583827561,-0.127896982165133,LAC,NO,5,2020,0
1,34,900,13,3.0,3.0,0.0326664224565,-0.0757427115945723,-0.0783699760384008,-0.0748666618993347,LA,WAS,4,2020,0
2,57,815,-13,3.0,3.0,-0.0923707408307912,-0.000722790281291,-0.177436309334341,-0.122558600592179,WAS,LA,4,2020,0
1,16,935,0,2.0,2.0,0.118042241970858,-0.0166403171723441,0.0583947483934684,0.0614839185720456,LV,KC,3,2020,1
7,72,344,-9,2.0,1.0,0.280975749795563,0.0177760356690747,0.202277588208113,0.0379072235141229,KC,LV,4,2020,0
5,51,265,-16,2.0,1.0,0.280975749795563,0.0177760356690747,0.202277588208113,0.0379072235141229,KC,LV,4,2020,1
1,45,120,8,0.0,0.0,0.118042241970858,-0.0166403171723441,0.0583947483934684,0.0614839185720456,LV,KC,4,2020,1
1,44,3160,-7,3.0,3.0,0.0595585245447865,-0.0663586345536845,-0.0423976402409809,-0.0020156972325142,SF,MIA,1,2020,0
1,66,1293,16,3.0,3.0,0.0610332245032502,-0.0792970949999152,0.0047995797073546,-0.0698234830312946,MIA,SF,3,2020,1
2,67,456,-23,2.0,1.0,0.0595585245447865,-0.0663586345536845,-0.0423976402409809,-0.0020156972325142,SF,MIA,4,2020,0
1,22,120,26,1.0,1.0,0.0610332245032502,-0.0792970949999152,0.0047995797073546,-0.0698234830312946,MIA,SF,4,2020,1
2,36,3357,0,3.0,3.0,0.167676437644206,0.0193144235899738,0.113990981343381,-0.107708137973835,MIN,SEA,1,2020,1
1,50,2586,7,2.0,3.0,0.167676437644206,0.0193144235899738,0.113990981343381,-0.107708137973835,MIN,SEA,2,2020,1
1,6,120,5,2.0,1.0,0.167676437644206,0.0193144235899738,0.113990981343381,-0.107708137973835,MIN,SEA,4,2020,0
10,77,81,-5,1.0,2.0,0.0987379026290402,0.0195620516438438,0.149960871307524,0.0138055400092205,SEA,MIN,4,2020,1
6,6,20,-5,0.0,2.0,0.0987379026290402,0.0195620516438438,0.149960871307524,0.0138055400092205,SEA,MIN,4,2020,1
20,85,138,-9,2.0,2.0,-0.138922065594112,-0.0246164097995387,-0.105588715889114,-0.0707656806201131,PHI,PIT,4,2020,0
1,81,2514,10,2.0,2.0,0.217255563456423,-0.0660418225473995,0.0958342756721654,-0.115408588625914,TB,CHI,2,2020,1
6,59,38,-1,0.0,2.0,0.217255563456423,-0.0660418225473995,0.0958342756721654,-0.115408588625914,TB,CHI,4,2020,0
1,18,2650,0,3.0,3.0,0.0372610920352186,0.0604044720338382,0.101516173040791,0.0277623763672235,ARI,DAL,2,2020,1
11,41,855,-25,3.0,3.0,-0.0198392309620846,-0.0441534034804453,0.0289434194060695,-0.0243424412011071,DAL,ARI,4,2020,1
1,66,450,-28,3.0,3.0,-0.0198392309620846,-0.0441534034804453,0.0289434194060695,-0.0243424412011071,DAL,ARI,4,2020,1
9,45,311,-28,3.0,3.0,-0.0198392309620846,-0.0441534034804453,0.0289434194060695,-0.0243424412011071,DAL,ARI,4,2020,1
1,38,3036,7,3.0,3.0,0.104194608446292,-0.102769915794363,0.149960871307524,0.0138055400092205,ATL,MIN,1,2020,1
1,1,2504,-10,3.0,3.0,0.167676437644206,0.0193144235899738,0.155179892424413,-0.109729978502777,MIN,ATL,2,2020,0
4,16,1332,-23,3.0,3.0,0.167676437644206,0.0193144235899738,0.155179892424413,-0.109729978502777,MIN,ATL,3,2020,1
3,40,1034,16,3.0,3.0,0.104194608446292,-0.102769915794363,0.149960871307524,0.0138055400092205,ATL,MIN,3,2020,1
1,35,140,18,2.0,2.0,0.104194608446292,-0.102769915794363,0.149960871307524,0.0138055400092205,ATL,MIN,4,2020,1
1,20,1863,-17,3.0,2.0,-0.138922065594112,-0.0246164097995387,0.0002021231881426,-0.119488575812774,PHI,BAL,2,2020,0
5,70,565,-13,3.0,2.0,-0.138922065594112,-0.0246164097995387,0.0002021231881426,-0.119488575812774,PHI,BAL,4,2020,0
9,18,235,-16,3.0,2.0,-0.138922065594112,-0.0246164097995387,0.0002021231881426,-0.119488575812774,PHI,BAL,4,2020,1
1,37,838,-14,3.0,3.0,0.0208547437449314,-0.0200002632299705,0.0958342756721654,-0.115408588625914,CAR,CHI,4,2020,1
2,38,120,-7,3.0,2.0,0.0208547437449314,-0.0200002632299705,0.0958342756721654,-0.115408588625914,CAR,CHI,4,2020,0
1,2,2904,7,3.0,3.0,0.0247540068093542,-0.113827402080701,0.0303500895706743,-0.0696356040580364,CIN,IND,1,2020,1
9,49,108,-4,2.0,2.0,0.0247540068093542,-0.113827402080701,0.0303500895706743,-0.0696356040580364,CIN,IND,4,2020,1
1,36,1594,17,3.0,3.0,0.0935394598304568,-0.170846290232843,0.122671449216238,0.0074595349196437,PIT,CLE,3,2020,1
1,71,1259,-17,3.0,3.0,0.180785396202776,0.0024914822341552,-0.105588715889114,-0.0707656806201131,CLE,PIT,3,2020,0
1,5,1000,17,3.0,3.0,0.0935394598304568,-0.170846290232843,0.122671449216238,0.0074595349196437,PIT,CLE,3,2020,1
2,45,826,-24,3.0,3.0,0.180785396202776,0.0024914822341552,-0.105588715889114,-0.0707656806201131,CLE,PIT,4,2020,0
1,47,372,-31,3.0,1.0,0.180785396202776,0.0024914822341552,-0.105588715889114,-0.0707656806201131,CLE,PIT,4,2020,0
1,41,121,-6,2.0,3.0,-0.0476489867359754,0.057356203373035,0.0686837941099381,0.0202908275155433,NE,DEN,4,2020,1
10,24,63,-6,1.0,2.0,-0.0476489867359754,0.057356203373035,0.0686837941099381,0.0202908275155433,NE,DEN,4,2020,0
1,11,3204,0,3.0,3.0,0.0495294165573467,-0.105939200351881,0.254127193245678,0.0176417738737858,DET,JAX,1,2020,1
4,14,1606,-14,3.0,3.0,-0.0642360448932691,-0.0363031326365034,0.307447038133618,0.0422438831416708,JAX,DET,3,2020,0
1,1,1370,14,3.0,3.0,0.0495294165573467,-0.105939200351881,0.254127193245678,0.0176417738737858,DET,JAX,3,2020,1
10,63,220,-18,1.0,2.0,-0.0642360448932691,-0.0363031326365034,0.307447038133618,0.0422438831416708,JAX,DET,4,2020,0
1,1,2339,-14,3.0,2.0,0.21793547582576,-0.0708768660402965,0.205724597472676,0.0200635277552792,HOU,TEN,2,2020,1
1,35,277,1,3.0,3.0,0.21793547582576,-0.0708768660402965,0.205724597472676,0.0200635277552792,HOU,TEN,4,2020,1
1,1,113,1,3.0,1.0,0.21793547582576,-0.0708768660402965,0.205724597472676,0.0200635277552792,HOU,TEN,4,2020,1
1,13,984,3,2.0,3.0,0.280975749795563,0.0177760356690747,0.0528358838652086,0.0246744611773651,KC,BUF,3,2020,1
2,44,2661,7,2.0,3.0,0.0595585245447865,-0.0663586345536845,-0.177436309334341,-0.122558600592179,SF,LA,2,2020,1
2,2,1059,-12,1.0,3.0,0.0326664224565,-0.0757427115945723,0.0047995797073546,-0.0698234830312946,LA,SF,3,2020,0
1,73,1802,-21,2.0,0.0,-0.155164125232793,-0.10501971291241,-0.0423976402409809,-0.0020156972325142,NYJ,MIA,2,2020,1
2,31,244,-24,3.0,3.0,-0.155164125232793,-0.10501971291241,-0.0423976402409809,-0.0020156972325142,NYJ,MIA,4,2020,1
3,7,153,-24,3.0,2.0,-0.155164125232793,-0.10501971291241,-0.0423976402409809,-0.0020156972325142,NYJ,MIA,4,2020,0
1,48,3418,0,3.0,3.0,-0.0923707408307912,-0.000722790281291,0.100620755284808,-0.0485063526473638,WAS,NYG,1,2020,1
4,40,1871,-10,3.0,3.0,-0.0923707408307912,-0.000722790281291,0.100620755284808,-0.0485063526473638,WAS,NYG,2,2020,1
1,18,2656,3,3.0,2.0,-0.155164125232793,-0.10501971291241,0.0528358838652086,0.0246744611773651,NYJ,BUF,2,2020,0
1,66,910,-21,3.0,2.0,-0.014047032975917,-0.052738290121171,-0.177436309334341,-0.122558600592179,CHI,LA,3,2020,0
4,4,552,-21,3.0,2.0,-0.014047032975917,-0.052738290121171,-0.177436309334341,-0.122558600592179,CHI,LA,4,2020,0
3,87,251,-14,3.0,2.0,-0.014047032975917,-0.052738290121171,-0.177436309334341,-0.122558600592179,CHI,LA,4,2020,1
18,66,70,-14,0.0,0.0,-0.014047032975917,-0.052738290121171,-0.177436309334341,-0.122558600592179,CHI,LA,4,2020,0
1,3,69,-4,1.0,0.0,0.0247540068093542,-0.113827402080701,0.122671449216238,0.0074595349196437,CIN,CLE,4,2020,1
1,1,3300,0,3.0,3.0,-0.0923707408307912,-0.000722790281291,0.101516173040791,0.0277623763672235,WAS,DAL,1,2020,0
1,45,2448,-6,3.0,3.0,-0.0198392309620846,-0.0441534034804453,-0.0783699760384008,-0.0748666618993347,DAL,WAS,2,2020,0
1,49,2661,-7,3.0,3.0,0.104194608446292,-0.102769915794363,0.307447038133618,0.0422438831416708,ATL,DET,2,2020,1
2,3,2181,0,3.0,3.0,0.0495294165573467,-0.105939200351881,0.155179892424413,-0.109729978502777,DET,ATL,2,2020,0
5,13,721,1,2.0,3.0,0.104194608446292,-0.102769915794363,0.307447038133618,0.0422438831416708,ATL,DET,4,2020,0
1,53,424,-15,2.0,3.0,0.21793547582576,-0.0708768660402965,0.044663210717241,0.022291763392035,HOU,GB,4,2020,0
1,29,2100,-8,3.0,3.0,-0.0642360448932691,-0.0363031326365034,0.0816010035990195,-0.0666821574091171,JAX,LAC,2,2020,0
2,54,1409,5,3.0,3.0,-0.0642360448932691,-0.0363031326365034,0.0816010035990195,-0.0666821574091171,JAX,LAC,3,2020,0
2,67,314,-10,3.0,3.0,-0.0642360448932691,-0.0363031326365034,0.0816010035990195,-0.0666821574091171,JAX,LAC,4,2020,1
8,61,242,-10,3.0,3.0,-0.0642360448932691,-0.0363031326365034,0.0816010035990195,-0.0666821574091171,JAX,LAC,4,2020,0
5,45,1256,-18,3.0,3.0,-0.106569374689618,-0.0851120823028191,0.0583947483934684,0.0614839185720456,DEN,KC,3,2020,0
10,49,102,-27,3.0,3.0,-0.106569374689618,-0.0851120823028191,0.0583947483934684,0.0614839185720456,DEN,KC,4,2020,0
1,31,3376,0,3.0,3.0,-0.138922065594112,-0.0246164097995387,0.100620755284808,-0.0485063526473638,PHI,NYG,1,2020,1
3,3,851,-4,3.0,3.0,-0.138922065594112,-0.0246164097995387,0.100620755284808,-0.0485063526473638,PHI,NYG,4,2020,0
3,68,1821,-17,3.0,0.0,0.230953618546425,0.0798297761011881,-0.105588715889114,-0.0707656806201131,TEN,PIT,2,2020,0
3,3,2213,-6,3.0,3.0,0.0372610920352186,0.0604044720338382,0.113990981343381,-0.107708137973835,ARI,SEA,2,2020,0
2,3,410,3,1.0,3.0,0.0987379026290402,0.0195620516438438,0.0289434194060695,-0.0243424412011071,SEA,ARI,4,2020,1
1,45,252,-10,3.0,1.0,0.0372610920352186,0.0604044720338382,0.113990981343381,-0.107708137973835,ARI,SEA,4,2020,1
1,66,2957,0,3.0,3.0,0.118042241970858,-0.0166403171723441,-0.0201219021726847,-0.0917923096961571,LV,TB,1,2020,1
3,41,1840,4,1.0,3.0,0.217255563456423,-0.0660418225473995,0.202277588208113,0.0379072235141229,TB,LV,2,2020,1
1,66,335,-18,3.0,2.0,0.118042241970858,-0.0166403171723441,-0.0201219021726847,-0.0917923096961571,LV,TB,4,2020,0
