ydstogo,yardline_100,game_seconds_remaining,score_differential,posteam_timeouts_remaining,defteam_timeouts_remaining,off_epa_db,off_epa_rush,def_epa_db_allowed,def_epa_rush_allowed,posteam,defteam,qtr,season,fourth_down_converted
8,41,578,-10,1.0,2.0,-0.0768450810533741,0.0025840991602588,0.0686744037052329,-0.034607671344217,NO,KC,4,2024,0
8,52,111,-13,0.0,2.0,-0.0768450810533741,0.0025840991602588,0.0686744037052329,-0.034607671344217,NO,KC,4,2024,0
1,1,2853,0,3.0,3.0,-0.150467337448613,-0.0683036873001977,-0.0008828796459971,-0.0362272847426803,NYG,SEA,1,2024,0
1,65,853,-7,3.0,3.0,0.0130197642511655,-0.0535215268332674,0.128054302077657,-0.0068484521606288,SEA,NYG,4,2024,0
3,63,17,-9,0.0,2.0,0.0130197642511655,-0.0535215268332674,0.128054302077657,-0.0068484521606288,SEA,NYG,4,2024,0
2,33,2540,10,3.0,3.0,0.0418733038501175,-0.0679918759614137,0.050492460497765,-0.0013602733043892,MIN,NYJ,2,2024,0
2,26,2329,-10,3.0,3.0,0.0329865285752917,-0.0659750472524165,-0.0369816151798277,-0.160274118792661,NYJ,MIN,2,2024,0
3,42,1507,-7,3.0,3.0,0.058065459860371,0.0002594236133709,0.0811357062781426,-0.0529915311065561,ATL,TB,3,2024,1
4,12,805,-7,3.0,3.0,0.058065459860371,0.0002594236133709,0.0811357062781426,-0.0529915311065561,ATL,TB,4,2024,1
15,80,112,-3,3.0,2.0,0.058065459860371,0.0002594236133709,0.0811357062781426,-0.0529915311065561,ATL,TB,4,2024,0
1,36,2324,14,2.0,3.0,0.134196050935606,0.0091550408837229,0.0851179516891079,0.0318787501273389,GB,ARI,2,2024,1
4,63,254,-15,3.0,3.0,-0.0845811585236491,0.0091309343245501,0.0993880898966164,0.0073211548495119,CAR,ATL,4,2024,0
2,62,1736,-7,3.0,3.0,-0.150467337448613,-0.0683036873001977,0.0387194340134974,0.0157545415529152,NYG,CIN,3,2024,0
2,60,1511,-7,2.0,3.0,-0.150467337448613,-0.0683036873001977,0.0387194340134974,0.0157545415529152,NYG,CIN,3,2024,1
1,35,1349,-7,2.0,3.0,-0.150467337448613,-0.0683036873001977,0.0387194340134974,0.0157545415529152,NYG,CIN,3,2024,1
1,46,810,-3,2.0,3.0,-0.150467337448613,-0.0683036873001977,0.0387194340134974,0.0157545415529152,NYG,CIN,4,2024,1
2,36,185,-3,2.0,3.0,-0.150467337448613,-0.0683036873001977,0.0387194340134974,0.0157545415529152,NYG,CIN,4,2024,0
1,60,3387,0,3.0,3.0,0.133787959688779,0.0814473790288432,0.0662962792511042,-0.0737354477465134,PHI,CLE,1,2024,1
1,26,2321,3,3.0,3.0,0.133787959688779,0.0814473790288432,0.0662962792511042,-0.0737354477465134,PHI,CLE,2,2024,1
4,34,2058,-10,3.0,3.0,-0.240722400726333,-0.0661024346972195,-0.0650179896307978,-0.117662061342622,CLE,PHI,2,2024,1
2,25,2205,14,3.0,3.0,0.261614127515145,0.0379234163997533,0.0418316368935686,0.123715294651743,DET,DAL,2,2024,1
2,62,1963,-17,3.0,3.0,-0.068410756528168,-0.120584109901214,-0.005405209970976,-0.0157102323205269,DAL,DET,2,2024,0
5,57,1520,-28,3.0,3.0,-0.068410756528168,-0.120584109901214,-0.005405209970976,-0.0157102323205269,DAL,DET,3,2024,1
6,68,814,-31,3.0,3.0,-0.068410756528168,-0.120584109901214,-0.005405209970976,-0.0157102323205269,DAL,DET,4,2024,0
5,5,487,-38,2.0,3.0,-0.068410756528168,-0.120584109901214,-0.005405209970976,-0.0157102323205269,DAL,DET,4,2024,0
3,31,268,38,3.0,2.0,0.261614127515145,0.0379234163997533,0.0418316368935686,0.123715294651743,DET,DAL,4,2024,0
5,39,170,-20,3.0,3.0,-0.091389392489482,-0.0706939928900343,-0.0834935551683817,-0.0844784843473991,NE,HOU,4,2024,1
3,26,83,-20,3.0,3.0,-0.091389392489482,-0.0706939928900343,-0.0834935551683817,-0.0844784843473991,NE,HOU,4,2024,1
1,34,1542,0,3.0,3.0,-0.11483932873466,-0.11170262165431,0.0908618998924504,-0.0922925172883957,TEN,IND,3,2024,1
3,24,1100,-7,3.0,3.0,-0.0636094889681683,-0.0429245961314055,0.0490133907200909,-0.0035874479347558,IND,TEN,3,2024,1
1,36,547,-25,3.0,3.0,0.0048704203394064,-0.0328360473828544,0.0555450795122769,0.0024009888801976,JAX,CHI,4,2024,1
5,5,423,-25,3.0,3.0,0.0048704203394064,-0.0328360473828544,0.0555450795122769,0.0024009888801976,JAX,CHI,4,2024,1
3,37,367,19,2.0,2.0,-0.0840921312412432,-0.0635117811981515,0.198335477132297,0.022384884288334,CHI,JAX,4,2024,1
2,39,649,-23,3.0,2.0,0.0582976551554871,-0.0328017545481243,-0.0649834994666575,-0.0686461085770023,DEN,LAC,4,2024,1
5,21,362,-16,3.0,2.0,0.0582976551554871,-0.0328017545481243,-0.0649834994666575,-0.0686461085770023,DEN,LAC,4,2024,1
1,3,1840,-1,3.0,1.0,0.0207564769567637,-0.0932858399939079,0.0691378323447833,-0.07316945667147,PIT,LV,2,2024,1
3,52,1804,-5,0.0,3.0,-0.0918501180252892,-0.241776292895716,0.0433179772500369,-0.0626665461525878,LV,PIT,2,2024,0
2,9,299,-22,3.0,3.0,-0.0918501180252892,-0.241776292895716,0.0433179772500369,-0.0626665461525878,LV,PIT,4,2024,1
5,65,169,-19,0.0,3.0,-0.0918501180252892,-0.241776292895716,0.0433179772500369,-0.0626665461525878,LV,PIT,4,2024,0
9,9,109,-12,3.0,1.0,0.0130197642511655,-0.0535215268332674,0.039892277818978,0.0397221767168978,SEA,SF,4,2024,1
10,51,51,-12,1.0,1.0,0.0130197642511655,-0.0535215268332674,0.039892277818978,0.0397221767168978,SEA,SF,4,2024,1
10,39,20,-12,0.0,1.0,0.0130197642511655,-0.0535215268332674,0.039892277818978,0.0397221767168978,SEA,SF,4,2024,0
5,55,55,-24,0.0,2.0,-0.0768450810533741,0.0025840991602588,0.0811357062781426,-0.0529915311065561,NO,TB,4,2024,1
6,6,736,-14,2.0,2.0,0.163593946325735,0.101243061465386,0.0108050731368239,-0.116920873398201,WAS,BAL,4,2024,1
1,36,3370,0,3.0,3.0,0.205056435930066,0.0234498223242684,0.0108050731368239,-0.116920873398201,TB,BAL,1,2024,1
3,4,1077,17,3.0,3.0,0.335417873953253,0.10394064720623,0.0811357062781426,-0.0529915311065561,BAL,TB,3,2024,1
1,60,2254,-17,3.0,3.0,-0.0845811585236491,0.0091309343245501,0.0634648907667648,0.0022870987271806,CAR,WAS,2,2024,0
3,37,2927,7,3.0,3.0,0.164467079177794,-0.0250360405480926,0.0662962792511042,-0.0737354477465134,CIN,CLE,1,2024,0
1,1,1859,-7,1.0,1.0,-0.240722400726333,-0.0661024346972195,0.0387194340134974,0.0157545415529152,CLE,CIN,2,2024,1
2,35,1553,-1,3.0,3.0,-0.240722400726333,-0.0661024346972195,0.0387194340134974,0.0157545415529152,CLE,CIN,3,2024,0
1,70,2127,-13,2.0,3.0,-0.0768450810533741,0.0025840991602588,-0.0696995208582945,-0.0997031542139512,NO,DEN,2,2024,1
5,43,451,-23,3.0,3.0,-0.0768450810533741,0.0025840991602588,-0.0696995208582945,-0.0997031542139512,NO,DEN,4,2024,0
1,38,300,-23,3.0,3.0,-0.0768450810533741,0.0025840991602588,-0.0696995208582945,-0.0997031542139512,NO,DEN,4,2024,1
1,54,191,-30,3.0,3.0,-0.0768450810533741,0.0025840991602588,-0.0696995208582945,-0.0997031542139512,NO,DEN,4,2024,1
7,67,3456,0,3.0,3.0,0.261614127515145,0.0379234163997533,-0.0369816151798277,-0.160274118792661,DET,MIN,1,2024,0
2,56,3254,0,3.0,3.0,0.0875775805827076,-0.0024509517389038,0.039892277818978,0.0397221767168978,KC,SF,1,2024,0
1,14,1644,-8,3.0,3.0,0.120149681710407,-0.0027701265959092,0.0686744037052329,-0.034607671344217,SF,KC,3,2024,1
1,1,857,2,3.0,3.0,0.0875775805827076,-0.0024509517389038,0.039892277818978,0.0397221767168978,KC,SF,4,2024,1
1,45,1268,1,3.0,3.0,0.112611429673172,0.0468983326726857,-0.0649834994666575,-0.0686461085770023,ARI,LAC,3,2024,0
1,30,250,-2,2.0,3.0,0.0684779864120019,-0.0618165479113147,0.0851179516891079,0.0318787501273389,LAC,ARI,4,2024,1
1,49,2457,-3,2.0,3.0,0.0651001151412996,-0.0899384902738522,0.0691378323447833,-0.07316945667147,LA,LV,2,2024,0
1,42,389,-8,3.0,2.0,-0.0918501180252892,-0.241776292895716,0.0144809559496777,0.0164098742407088,LV,LA,4,2024,1
2,33,11,-6,0.0,3.0,0.0685834170849573,-0.185990631211066,0.0908618998924504,-0.0922925172883957,MIA,IND,4,2024,0
1,6,676,15,3.0,3.0,0.0048704203394064,-0.0328360473828544,0.145086095856696,-0.0106531588371839,JAX,NE,4,2024,0
26,90,120,-9,2.0,2.0,-0.091389392489482,-0.0706939928900343,0.198335477132297,0.022384884288334,NE,JAX,4,2024,0
1,32,1116,-8,3.0,3.0,0.0329865285752917,-0.0659750472524165,0.0433179772500369,-0.0626665461525878,NYJ,PIT,3,2024,1
5,25,476,-15,2.0,2.0,0.0329865285752917,-0.0659750472524165,0.0433179772500369,-0.0626665461525878,NYJ,PIT,4,2024,0
1,19,164,15,1.0,0.0,0.0207564769567637,-0.0932858399939079,0.050492460497765,-0.0013602733043892,PIT,NYJ,4,2024,1
2,10,30,15,0.0,0.0,0.0207564769567637,-0.0932858399939079,0.050492460497765,-0.0013602733043892,PIT,NYJ,4,2024,1
3,41,2074,7,3.0,3.0,0.133787959688779,0.0814473790288432,0.128054302077657,-0.0068484521606288,PHI,NYG,2,2024,1
2,5,1414,11,3.0,3.0,0.133787959688779,0.0814473790288432,0.128054302077657,-0.0068484521606288,PHI,NYG,3,2024,1
1,1,691,18,2.0,3.0,0.133787959688779,0.0814473790288432,0.128054302077657,-0.0068484521606288,PHI,NYG,4,2024,1
1,5,1367,-10,3.0,3.0,0.058065459860371,0.0002594236133709,-0.0008828796459971,-0.0362272847426803,ATL,SEA,3,2024,1
1,44,1203,3,3.0,3.0,0.0130197642511655,-0.0535215268332674,0.0993880898966164,0.0073211548495119,SEA,ATL,3,2024,1
4,64,392,-20,3.0,3.0,0.058065459860371,0.0002594236133709,-0.0008828796459971,-0.0362272847426803,ATL,SEA,4,2024,1
2,56,1679,3,3.0,3.0,-0.11483932873466,-0.11170262165431,0.0857871238812994,-0.0749150183247785,TEN,BUF,3,2024,0
1,41,459,-17,3.0,3.0,-0.11483932873466,-0.11170262165431,0.0857871238812994,-0.0749150183247785,TEN,BUF,4,2024,1
3,36,3479,0,3.0,3.0,0.058065459860371,0.0002594236133709,0.0811357062781426,-0.0529915311065561,ATL,TB,1,2024,1
1,51,3287,-7,3.0,3.0,0.205056435930066,0.0234498223242684,0.0993880898966164,0.0073211548495119,TB,ATL,1,2024,1
3,62,1088,-7,3.0,3.0,0.205056435930066,0.0234498223242684,0.0993880898966164,0.0073211548495119,TB,ATL,3,2024,0
1,33,144,5,2.0,2.0,0.058065459860371,0.0002594236133709,0.0811357062781426,-0.0529915311065561,ATL,TB,4,2024,1
1,7,3228,0,3.0,3.0,0.335417873953253,0.10394064720623,0.0662962792511042,-0.0737354477465134,BAL,CLE,1,2024,0
10,24,3,-5,0.0,0.0,0.335417873953253,0.10394064720623,0.0662962792511042,-0.0737354477465134,BAL,CLE,4,2024,0
1,1,2086,-4,2.0,3.0,0.0130197642511655,-0.0535215268332674,0.0857871238812994,-0.0749150183247785,SEA,BUF,2,2024,0
1,64,831,21,3.0,2.0,0.248290563564379,0.0974811514299672,-0.0008828796459971,-0.0362272847426803,BUF,SEA,4,2024,1
2,51,2086,-7,1.0,2.0,-0.0845811585236491,0.0091309343245501,-0.0696995208582945,-0.0997031542139512,CAR,DEN,2,2024,0
6,76,1408,-14,2.0,3.0,-0.0845811585236491,0.0091309343245501,-0.0696995208582945,-0.0997031542139512,CAR,DEN,3,2024,0
5,25,1082,-21,2.0,3.0,-0.0845811585236491,0.0091309343245501,-0.0696995208582945,-0.0997031542139512,CAR,DEN,3,2024,0
8,42,610,21,2.0,2.0,0.0582976551554871,-0.0328017545481243,0.190124573853071,0.125492872984744,DEN,CAR,4,2024,0
6,57,535,-21,2.0,2.0,-0.0845811585236491,0.0091309343245501,-0.0696995208582945,-0.0997031542139512,CAR,DEN,4,2024,1
2,43,269,21,1.0,1.0,0.0582976551554871,-0.0328017545481243,0.190124573853071,0.125492872984744,DEN,CAR,4,2024,1
1,60,2310,-6,3.0,3.0,-0.0840921312412432,-0.0635117811981515,0.0634648907667648,0.0022870987271806,CHI,WAS,2,2024,0
3,43,2195,-4,3.0,2.0,0.120149681710407,-0.0027701265959092,0.0418316368935686,0.123715294651743,SF,DAL,2,2024,0
4,45,614,-17,3.0,2.0,-0.068410756528168,-0.120584109901214,0.039892277818978,0.0397221767168978,DAL,SF,4,2024,1
10,75,169,-6,0.0,2.0,-0.068410756528168,-0.120584109901214,0.039892277818978,0.0397221767168978,DAL,SF,4,2024,0
1,48,1375,-3,3.0,2.0,0.0048704203394064,-0.0328360473828544,-0.0280152042564039,-0.0794382586882822,JAX,GB,3,2024,1
3,50,1250,-10,3.0,3.0,-0.0636094889681683,-0.0429245961314055,-0.0834935551683817,-0.0844784843473991,IND,HOU,3,2024,1
10,65,14,-3,0.0,2.0,-0.0636094889681683,-0.0429245961314055,-0.0834935551683817,-0.0844784843473991,IND,HOU,4,2024,1
3,3,1111,-4,3.0,3.0,-0.0918501180252892,-0.241776292895716,0.0686744037052329,-0.034607671344217,LV,KC,3,2024,0
1,32,179,-14,0.0,2.0,-0.0918501180252892,-0.241776292895716,0.0686744037052329,-0.034607671344217,LV,KC,4,2024,1
1,29,560,1,3.0,2.0,0.0651001151412996,-0.0899384902738522,-0.0369816151798277,-0.160274118792661,LA,MIN,4,2024,1
8,78,3327,0,3.0,3.0,0.0684779864120019,-0.0618165479113147,-0.0050762063593883,0.0848071867959033,LAC,NO,1,2024,0
11,50,66,-18,0.0,3.0,-0.0768450810533741,0.0025840991602588,-0.0649834994666575,-0.0686461085770023,NO,LAC,4,2024,1
2,28,2660,-3,2.0,3.0,-0.150467337448613,-0.0683036873001977,0.0433179772500369,-0.0626665461525878,NYG,PIT,2,2024,1
1,1,25,-5,1.0,0.0,-0.091389392489482,-0.0706939928900343,0.050492460497765,-0.0013602733043892,NE,NYJ,4,2024,1
1,61,2329,-7,3.0,3.0,0.133787959688779,0.0814473790288432,0.0387194340134974,0.0157545415529152,PHI,CIN,2,2024,1
1,61,945,-7,2.0,3.0,0.164467079177794,-0.0250360405480926,-0.0650179896307978,-0.117662061342622,CIN,PHI,3,2024,0
1,49,2362,-14,1.0,3.0,-0.11483932873466,-0.11170262165431,-0.005405209970976,-0.0157102323205269,TEN,DET,2,2024,1
1,1,1823,-21,1.0,3.0,-0.11483932873466,-0.11170262165431,-0.005405209970976,-0.0157102323205269,TEN,DET,2,2024,0
4,49,980,-15,3.0,2.0,-0.0840921312412432,-0.0635117811981515,0.0851179516891079,0.0318787501273389,CHI,ARI,3,2024,1
11,44,900,-15,3.0,2.0,-0.0840921312412432,-0.0635117811981515,0.0851179516891079,0.0318787501273389,CHI,ARI,4,2024,0
1,27,456,20,2.0,0.0,0.112611429673172,0.0468983326726857,0.0555450795122769,0.0024009888801976,ARI,CHI,4,2024,0
5,40,281,-20,0.0,2.0,-0.0840921312412432,-0.0635117811981515,0.0851179516891079,0.0318787501273389,CHI,ARI,4,2024,0
5,58,33,-20,0.0,2.0,-0.0840921312412432,-0.0635117811981515,0.0851179516891079,0.0318787501273389,CHI,ARI,4,2024,1
4,43,2768,4,3.0,3.0,0.058065459860371,0.0002594236133709,0.0418316368935686,0.123715294651743,ATL,DAL,1,2024,1
1,44,2486,-4,2.0,3.0,-0.068410756528168,-0.120584109901214,0.0993880898966164,0.0073211548495119,DAL,ATL,2,2024,0
3,36,2314,4,3.0,1.0,0.058065459860371,0.0002594236133709,0.0418316368935686,0.123715294651743,ATL,DAL,2,2024,1
7,57,1804,-4,0.0,1.0,-0.068410756528168,-0.120584109901214,0.0993880898966164,0.0073211548495119,DAL,ATL,2,2024,0
2,62,1695,-4,3.0,3.0,-0.068410756528168,-0.120584109901214,0.0993880898966164,0.0073211548495119,DAL,ATL,3,2024,0
11,31,326,-14,3.0,3.0,-0.068410756528168,-0.120584109901214,0.0993880898966164,0.0073211548495119,DAL,ATL,4,2024,0
5,65,231,-14,1.0,3.0,-0.068410756528168,-0.120584109901214,0.0993880898966164,0.0073211548495119,DAL,ATL,4,2024,1
1,44,3081,0,3.0,3.0,0.0582976551554871,-0.0328017545481243,0.0108050731368239,-0.116920873398201,DEN,BAL,1,2024,0
4,33,2700,-7,3.0,3.0,0.0582976551554871,-0.0328017545481243,0.0108050731368239,-0.116920873398201,DEN,BAL,2,2024,0
2,2,2241,-10,3.0,3.0,0.0582976551554871,-0.0328017545481243,0.0108050731368239,-0.116920873398201,DEN,BAL,2,2024,1
14,14,495,-31,3.0,3.0,0.0582976551554871,-0.0328017545481243,0.0108050731368239,-0.116920873398201,DEN,BAL,4,2024,0
10,10,120,-31,3.0,1.0,0.0582976551554871,-0.0328017545481243,0.0108050731368239,-0.116920873398201,DEN,BAL,4,2024,0
1,44,3406,0,3.0,3.0,0.134196050935606,0.0091550408837229,-0.005405209970976,-0.0157102323205269,GB,DET,1,2024,1
3,3,2700,-3,3.0,3.0,0.261614127515145,0.0379234163997533,-0.0280152042564039,-0.0794382586882822,DET,GB,2,2024,1
1,15,1476,14,3.0,3.0,0.261614127515145,0.0379234163997533,-0.0280152042564039,-0.0794382586882822,DET,GB,3,2024,1
5,64,750,-18,3.0,2.0,0.134196050935606,0.0091550408837229,-0.005405209970976,-0.0157102323205269,GB,DET,4,2024,1
1,9,607,-18,2.0,2.0,0.134196050935606,0.0091550408837229,-0.005405209970976,-0.0157102323205269,GB,DET,4,2024,0
1,48,976,-3,3.0,3.0,0.0329865285752917,-0.0659750472524165,-0.0834935551683817,-0.0844784843473991,NYJ,HOU,3,2024,1
1,15,629,-4,3.0,3.0,-0.0203496271346819,-0.0729069672861534,0.050492460497765,-0.0013602733043892,HOU,NYJ,4,2024,1
2,49,88,-11,2.0,2.0,-0.0203496271346819,-0.0729069672861534,0.050492460497765,-0.0013602733043892,HOU,NYJ,4,2024,1
1,44,2279,-7,2.0,3.0,0.0418733038501175,-0.0679918759614137,0.0908618998924504,-0.0922925172883957,MIN,IND,2,2024,1
2,40,324,-4,3.0,2.0,-0.0636094889681683,-0.0429245961314055,-0.0369816151798277,-0.160274118792661,IND,MIN,4,2024,0
13,73,86,-11,0.0,2.0,-0.0636094889681683,-0.0429245961314055,-0.0369816151798277,-0.160274118792661,IND,MIN,4,2024,1
1,61,2248,-10,3.0,3.0,0.0048704203394064,-0.0328360473828544,-0.0650179896307978,-0.117662061342622,JAX,PHI,2,2024,0
3,22,2095,10,3.0,3.0,0.133787959688779,0.0814473790288432,0.198335477132297,0.022384884288334,PHI,JAX,2,2024,0
1,25,985,6,2.0,3.0,0.133787959688779,0.0814473790288432,0.198335477132297,0.022384884288334,PHI,JAX,3,2024,0
12,44,318,-12,3.0,2.0,0.0048704203394064,-0.0328360473828544,-0.0650179896307978,-0.117662061342622,JAX,PHI,4,2024,1
15,59,1802,17,0.0,1.0,0.0684779864120019,-0.0618165479113147,0.0662962792511042,-0.0737354477465134,LAC,CLE,2,2024,1
1,6,1363,-17,3.0,3.0,-0.240722400726333,-0.0661024346972195,-0.0649834994666575,-0.0686461085770023,CLE,LAC,3,2024,1
3,46,862,-17,3.0,3.0,-0.240722400726333,-0.0661024346972195,-0.0649834994666575,-0.0686461085770023,CLE,LAC,4,2024,0
1,61,221,-24,3.0,2.0,-0.240722400726333,-0.0661024346972195,-0.0649834994666575,-0.0686461085770023,CLE,LAC,4,2024,1
1,39,3459,0,3.0,3.0,0.0130197642511655,-0.0535215268332674,0.0144809559496777,0.0164098742407088,SEA,LA,1,2024,1
5,43,63,-7,0.0,1.0,0.0130197642511655,-0.0535215268332674,0.0144809559496777,0.0164098742407088,SEA,LA,4,2024,1
1,16,445,0,2.0,1.0,0.0130197642511655,-0.0535215268332674,0.0144809559496777,0.0164098742407088,SEA,LA,5,2024,0
3,20,2918,-7,3.0,3.0,0.164467079177794,-0.0250360405480926,0.0691378323447833,-0.07316945667147,CIN,LV,1,2024,1
12,36,400,-14,3.0,0.0,-0.0918501180252892,-0.241776292895716,0.0387194340134974,0.0157545415529152,LV,CIN,4,2024,0
1,1,1344,-4,3.0,3.0,0.248290563564379,0.0974811514299672,0.0082826431765399,-0.0667270486626095,BUF,MIA,3,2024,1
4,25,808,-7,3.0,2.0,0.0685834170849573,-0.185990631211066,0.0857871238812994,-0.0749150183247785,MIA,BUF,4,2024,1
22,47,1803,4,0.0,1.0,-0.11483932873466,-0.11170262165431,0.145086095856696,-0.0106531588371839,TEN,NE,2,2024,0
2,15,21,-7,0.0,2.0,-0.091389392489482,-0.0706939928900343,0.0490133907200909,-0.0035874479347558,NE,TEN,4,2024,1
1,61,1422,-4,2.0,3.0,-0.0768450810533741,0.0025840991602588,0.190124573853071,0.125492872984744,NO,CAR,3,2024,1
1,41,1282,-4,1.0,3.0,-0.0768450810533741,0.0025840991602588,0.190124573853071,0.125492872984744,NO,CAR,3,2024,1
4,54,69,-1,0.0,2.0,-0.0768450810533741,0.0025840991602588,0.190124573853071,0.125492872984744,NO,CAR,4,2024,0
1,54,532,0,3.0,3.0,0.0875775805827076,-0.0024509517389038,0.0811357062781426,-0.0529915311065561,KC,TB,4,2024,1
1,12,2252,0,3.0,3.0,0.163593946325735,0.101243061465386,0.128054302077657,-0.0068484521606288,WAS,NYG,2,2024,1
1,35,1880,7,3.0,3.0,0.163593946325735,0.101243061465386,0.128054302077657,-0.0068484521606288,WAS,NYG,2,2024,1
1,55,1629,-14,3.0,3.0,-0.150467337448613,-0.0683036873001977,0.0634648907667648,0.0022870987271806,NYG,WAS,3,2024,1
2,29,1421,-14,3.0,3.0,-0.150467337448613,-0.0683036873001977,0.0634648907667648,0.0022870987271806,NYG,WAS,3,2024,1
2,6,3124,0,3.0,3.0,-0.0768450810533741,0.0025840991602588,0.0993880898966164,0.0073211548495119,NO,ATL,1,2024,0
1,1,2148,-10,2.0,3.0,0.058065459860371,0.0002594236133709,-0.0050762063593883,0.0848071867959033,ATL,NO,2,2024,1
4,43,7,-3,0.0,3.0,0.058065459860371,0.0002594236133709,-0.0050762063593883,0.0848071867959033,ATL,NO,4,2024,0
1,39,3293,-7,3.0,3.0,-0.0636094889681683,-0.0429245961314055,0.0857871238812994,-0.0749150183247785,IND,BUF,1,2024,1
3,28,2711,7,3.0,3.0,0.248290563564379,0.0974811514299672,0.0908618998924504,-0.0922925172883957,BUF,IND,1,2024,0
1,68,1567,7,3.0,3.0,0.248290563564379,0.0974811514299672,0.0908618998924504,-0.0922925172883957,BUF,IND,3,2024,1
2,20,1071,-7,3.0,3.0,-0.0636094889681683,-0.0429245961314055,0.0857871238812994,-0.0749150183247785,IND,BUF,3,2024,0
1,15,792,7,2.0,3.0,0.248290563564379,0.0974811514299672,0.0908618998924504,-0.0922925172883957,BUF,IND,4,2024,1
8,30,38,-17,0.0,0.0,-0.0636094889681683,-0.0429245961314055,0.0857871238812994,-0.0749150183247785,IND,BUF,4,2024,1
3,41,2881,7,2.0,1.0,0.164467079177794,-0.0250360405480926,0.0108050731368239,-0.116920873398201,CIN,BAL,1,2024,0
1,61,2267,0,2.0,1.0,0.164467079177794,-0.0250360405480926,0.0108050731368239,-0.116920873398201,CIN,BAL,2,2024,1
2,34,569,1,3.0,3.0,0.164467079177794,-0.0250360405480926,0.0108050731368239,-0.116920873398201,CIN,BAL,4,2024,0
10,70,96,-7,1.0,2.0,0.164467079177794,-0.0250360405480926,0.0108050731368239,-0.116920873398201,CIN,BAL,4,2024,1
2,2,1907,-11,2.0,1.0,0.0875775805827076,-0.0024509517389038,-0.0696995208582945,-0.0997031542139512,KC,DEN,2,2024,1
1,12,1186,-4,3.0,2.0,0.0875775805827076,-0.0024509517389038,-0.0696995208582945,-0.0997031542139512,KC,DEN,3,2024,1
1,15,536,-1,3.0,3.0,0.0418733038501175,-0.0679918759614137,0.198335477132297,0.022384884288334,MIN,JAX,4,2024,1
1,18,3179,0,2.0,3.0,-0.091389392489482,-0.0706939928900343,0.0555450795122769,0.0024009888801976,NE,CHI,1,2024,1
4,36,2411,-3,2.0,2.0,-0.0840921312412432,-0.0635117811981515,0.145086095856696,-0.0106531588371839,CHI,NE,2,2024,1
2,58,363,-13,3.0,2.0,-0.0840921312412432,-0.0635117811981515,0.145086095856696,-0.0106531588371839,CHI,NE,4,2024,1
10,54,300,-13,3.0,2.0,-0.0840921312412432,-0.0635117811981515,0.145086095856696,-0.0106531588371839,CHI,NE,4,2024,0
20,60,40,-16,0.0,0.0,-0.0840921312412432,-0.0635117811981515,0.145086095856696,-0.0106531588371839,CHI,NE,4,2024,0
1,42,1842,15,2.0,2.0,0.112611429673172,0.0468983326726857,0.050492460497765,-0.0013602733043892,ARI,NYJ,2,2024,1
3,3,1542,-18,3.0,3.0,0.0329865285752917,-0.0659750472524165,0.0851179516891079,0.0318787501273389,NYJ,ARI,3,2024,0
2,65,630,-25,3.0,3.0,0.0329865285752917,-0.0659750472524165,0.0851179516891079,0.0318787501273389,NYJ,ARI,4,2024,1
4,11,285,-25,3.0,3.0,0.0329865285752917,-0.0659750472524165,0.0851179516891079,0.0318787501273389,NYJ,ARI,4,2024,0
1,50,2193,-4,3.0,2.0,-0.068410756528168,-0.120584109901214,-0.0650179896307978,-0.117662061342622,DAL,PHI,2,2024,1
4,64,791,-25,3.0,3.0,-0.068410756528168,-0.120584109901214,-0.0650179896307978,-0.117662061342622,DAL,PHI,4,2024,1
1,36,38,28,2.0,3.0,0.133787959688779,0.0814473790288432,0.0418316368935686,0.123715294651743,PHI,DAL,4,2024,1
15,84,3020,7,3.0,3.0,0.0207564769567637,-0.0932858399939079,0.0634648907667648,0.0022870987271806,PIT,WAS,1,2024,0
1,57,613,-6,3.0,3.0,0.0207564769567637,-0.0932858399939079,0.0634648907667648,0.0022870987271806,PIT,WAS,4,2024,1
9,50,88,-1,3.0,2.0,0.163593946325735,0.101243061465386,0.0433179772500369,-0.0626665461525878,WAS,PIT,4,2024,0
7,63,117,-3,3.0,3.0,0.205056435930066,0.0234498223242684,0.039892277818978,0.0397221767168978,TB,SF,4,2024,1
1,4,1920,-1,3.0,3.0,0.0684779864120019,-0.0618165479113147,0.0490133907200909,-0.0035874479347558,LAC,TEN,2,2024,1
1,61,2069,-11,3.0,3.0,0.058065459860371,0.0002594236133709,-0.0696995208582945,-0.0997031542139512,ATL,DEN,2,2024,1
3,38,1632,15,2.0,3.0,0.0582976551554871,-0.0328017545481243,0.0993880898966164,0.0073211548495119,DEN,ATL,3,2024,1
2,42,436,-32,3.0,1.0,0.058065459860371,0.0002594236133709,-0.0696995208582945,-0.0997031542139512,ATL,DEN,4,2024,1
1,54,2892,3,3.0,3.0,0.0207564769567637,-0.0932858399939079,0.0108050731368239,-0.116920873398201,PIT,BAL,1,2024,0
1,35,2703,-4,2.0,1.0,0.164467079177794,-0.0250360405480926,-0.0649834994666575,-0.0686461085770023,CIN,LAC,1,2024,1
1,1,2078,8,0.0,2.0,0.0684779864120019,-0.0618165479113147,0.0387194340134974,0.0157545415529152,LAC,CIN,2,2024,1
4,4,1231,-21,3.0,3.0,0.164467079177794,-0.0250360405480926,-0.0649834994666575,-0.0686461085770023,CIN,LAC,3,2024,1
